Provider CCN,Hospital Name,Fiscal Year Begin Date,Fiscal Year End Date,Number of Beds
104070,PORT ST LUCIE HOSPITAL,2023-01-01,2023-12-31,75
140030,ADVOCATE SHERMAN HOSPITAL,2023-01-01,2023-12-31,255
151313,WOODLAWN HOSPITAL,2023-01-01,2023-12-31,25
190005,UNIVERSITY MEDICAL CTR. AT NEW ORLEA,2023-01-01,2023-12-31,310
190255,PARK PLACE SURGERY CENTER,2023-01-01,2023-12-31,10
191307,DEQUINCY MEMORIAL HOSPITAL,2023-01-01,2023-12-31,19
193069,STERLINGTON CRITICAL ACCESS HOSPITAL,2023-01-01,2023-12-31,10
194084,BEACON BEHAVIORAL HOSPITAL N.O. INC,2023-01-01,2023-12-31,34
194088,ST. JAMES BEHAVIORAL HEALTH HOSP,2023-01-01,2023-12-31,32
210057,AHC SHADY GROVE MEDICAL CENTER,2023-01-01,2023-12-31,397
213029,ADVENTIST REHAB. HOSPT. OF MD,2023-01-01,2023-12-31,97
251316,OCHSNER WATKINS HOSPITAL,2023-01-01,2023-12-31,25
271325,ST LUKE COMMUNITY HOSPITAL,2023-01-01,2023-12-31,25
271334,LOGAN HEALTH CHESTER,2023-04-01,2023-12-31,25
271389,BIG SKY MEDICAL CENTER,2023-01-01,2023-12-31,8
310015,MORRISTOWN MEDICAL CENTER,2023-01-01,2023-12-31,712
310044,CAPITAL HEALTH MED CENTER - HOPEWELL,2023-01-01,2023-12-31,203
310045,ENGLEWOOD HOSPITAL & MED CTR,2023-01-01,2023-12-31,274
312018,THE REHAB HOSPITAL AT RARITAN BAY,2023-01-01,2023-12-31,76
314023,ASPEN HILLS HEALTHCARE CENTER,2023-01-01,2023-12-31,30
330195,LONG ISLAND JEWISH MEDICAL CENTER,2023-01-01,2023-12-31,1153
330215,ROME MEMORIAL HOSPITAL  INC.,2023-01-01,2023-12-31,79
330221,WYCKOFF HEIGHTS MEDICAL CENTER,2023-01-01,2023-12-31,240
330226,THE UNITY HOSPITAL OF ROCHESTER,2023-01-01,2023-12-31,283
330229,BROOKS-TLC HOSPITAL SYSTEM  INC.,2023-01-01,2023-12-31,61
330239,UPMC CHAUTAUQUA AT WCA,2023-01-01,2023-12-31,257
330241,UNIVERSITY HOSPITAL AT SYRACUSE,2023-01-01,2023-12-31,645
330261,PHELPS MEMORIAL HOSPITAL CENTER,2023-01-01,2023-12-31,111
330270,HOSPITAL FOR SPECIAL SURGERY,2023-01-01,2023-12-31,166
340141,NEW HANOVER REGIONAL MEDICAL CENTER,2023-01-01,2023-12-31,771
370054,GRADY MEMORIAL HOSPITAL,2023-01-01,2023-12-31,48
370172,CHOCTAW NATION HEALTH CARE CENTER,2022-10-01,2023-09-30,43
370192,NORTHWEST SURGICAL HOSPITAL,2023-01-01,2023-12-31,9
371328,ARBUCKLE MEMORIAL HOSPITAL,2023-01-01,2023-12-31,25
373025,VALIR REHAB HOSPITAL,2023-01-01,2023-12-31,50
380037,PROVIDENCE NEWBERG MEDICAL CENTER,2023-01-01,2023-12-31,40
381303,PROVIDENCE SEASIDE HOSPITAL,2023-01-01,2023-12-31,25
381317,TILLAMOOK REGIONAL MEDICAL CENTER,2023-01-01,2023-12-31,25
381318,HOOD RIVER MEMORIAL HOSPITAL,2023-01-01,2023-12-31,25
381324,ST CHARLES MADRAS,2023-01-01,2023-12-31,24
400118,DOCTOR CENTER HOSPITAL MANATI  INC.,2023-01-01,2023-12-31,257
450162,GRACE MEDICAL CENTER,2023-01-01,2023-12-31,92
450677,TEXAS HEALTH HUGULEY,2023-01-01,2023-12-31,213
450804,TEXAS ORTHOPEDIC HOSPITA,2023-01-01,2023-12-31,42
451307,IRAAN GENERAL HOSPITAL DISTRICT,2023-01-01,2023-12-31,14
454127,ROCK SPRINGS,2023-01-01,2023-12-31,72
454130,WELLBRIDGE HEALTHCARE GREATER DALLAS,2023-01-01,2023-12-31,48
454131,WESTPARK SPRINGS,2023-01-01,2023-12-31,72
500019,PROVIDENCE CENTRALIA HOSPITAL,2023-01-01,2023-12-31,113
500152,SWEDISH ISSAQUAH,2023-01-01,2023-12-31,167
501303,WILLAPA HARBOR HOSPITAL,2023-01-01,2023-12-31,10
501316,KLICKITAT VALLEY HEALTH,2023-01-01,2023-12-31,16
521334,THEDACARE MEDICAL CENTER - WAUPACA,2023-01-01,2023-12-31,25
530008,SAGE WEST HEALTH CARE,2023-01-01,2023-12-31,133
670006,THE HOSPITAL AT WESTLAKE MEDICAL CTR,2023-01-01,2023-12-31,23
670047,HOSPITALS OF PROVIDENCE EAST CAMPUS,2023-01-01,2023-12-31,218
670054,FOUNDATION SURGICAL OF SAN ANTONIO,2023-01-01,2023-12-31,20
30062,SUMMIT HEALTHCARE,2023-01-01,2023-12-31,89
40132,LEO N LEVI MEMORIAL HOSPITAL,2023-01-01,2023-12-31,1
50138,KFH - LOS ANGELES,2023-01-01,2023-12-31,492
50139,KFH - DOWNEY,2023-01-01,2023-12-31,424
50140,KFH - FONTANA,2023-01-01,2023-12-31,664
50179,EMANUEL MEDICAL CENTER,2023-01-01,2023-12-31,209
50714,SUTTER MATERNITY & SURGERY CENTER,2023-01-01,2023-12-31,28
50766,SUTTER SURGICAL HOSP - NORTH VALLEY,2023-01-01,2023-12-31,14
50772,KFH - ROSEVILLE,2023-01-01,2023-12-31,402
50776,COLLEGE MEDICAL CENTER,2023-01-01,2023-12-31,221
50777,KFH - SAN LEANDRO,2023-01-01,2023-12-31,216
51301,ADVENTIST HEALTH TEHACHAPI VALLEY,2023-01-01,2023-12-31,25
51306,GLENN MEDICAL CENTER,2023-01-01,2023-12-31,25
51310,HOWARD MEMORIAL HOSPITA,2023-01-01,2023-12-31,25
51317,ADVENTIST HEALTH CLEARLAKE,2023-01-01,2023-12-31,25
51325,ADVENTIST HEALTH MENDOCINO COAST,2023-01-01,2023-12-31,25
51329,SUTTER LAKESIDE HOSPITAL,2023-01-01,2023-12-31,25
51331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2023-01-01,2023-12-31,11
51338,COALINGA REGIONAL MEDICAL CENTER,2023-01-01,2023-12-31,22
61311,SOUTHEAST COLORADO HOSPITAL,2023-01-01,2023-12-31,15
61324,ASPEN VALLEY HOSPITAL DISTRICT,2023-01-01,2023-12-31,25
100046,ADVENTHEALTH ZEPHYRHILLS,2023-01-01,2023-12-31,149
100105,INDIAN RIVER MEMORIAL HOSPITA.L,2023-01-01,2023-12-31,310
100173,ADVENTHEALTH TAMPA,2023-01-01,2023-12-31,596
100289,CCF HOSPITAL - WESTON,2023-01-01,2023-12-31,260
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,2023-01-01,2023-12-31,25
103051,TAMPA GENERAL REHABILIATION HOSPITAL,2023-01-01,2023-12-31,80
103301,NICKLAUS CHILDRENS HOSPITAL,2023-01-01,2023-12-31,278
140077,TOUCHETTE REGIONAL HOSPITAL,2023-01-01,2023-12-31,127
140091,CARLE FOUNDATION HOSPITAL,2023-01-01,2023-12-31,469
150051,IU HEALTH BLOOMINGTON HOSPITAL,2023-01-01,2023-12-31,190
150059,RIVERVIEW HOSPITAL,2023-01-01,2023-12-31,121
150072,MEMORIAL HOSPITAL LOGANSPORT,2023-01-01,2023-12-31,37
150165,FRANCISCAN HEALTH MUNSTER,2023-01-01,2023-12-31,78
150173,IU HEALTH ARNETT HOSPITAL,2023-01-01,2023-12-31,192
151306,IU HEALTH PAOLI HOSPITAL,2023-01-01,2023-12-31,24
151311,IU HEALTH TIPTON HOSPITAL,2023-01-01,2023-12-31,25
151312,IU HEALTH WHITE HOSPITAL,2023-01-01,2023-12-31,24
151328,INDIANA UNIVERSITY HEALTH BEDFORD,2023-01-01,2023-12-31,25
151330,ADAMS MEMORIAL HOSPITAL,2023-01-01,2023-12-31,25
154041,BHC MEADOWS HOSPITAL,2023-01-01,2023-12-31,78
161366,SHENANDOAH MEDICAL CENTER,2023-01-01,2023-12-31,25
163025,MERCYONE REHABILITATION HOSPITAL DES,2023-01-01,2023-12-31,50
171312,COMANCHE COUNTY HOSPITAL,2023-01-01,2023-12-31,12
171317,EDWARDS COUNTY HOSPITAL,2023-01-01,2023-12-31,12
171335,STEVENS COUNTY HOSPITAL,2023-01-01,2023-12-31,17
171362,CITIZENS MEDICAL CENTER,2023-01-01,2023-12-31,23
171365,HANOVER HOSPITAL,2023-01-01,2023-12-31,25
171371,CLAY COUNTY MEDICAL CENTER,2023-01-01,2023-12-31,20
190034,ABBEVILLE GENERAL HOSPITAL,2023-01-01,2023-12-31,44
192029,LTAC OF LOUISIANA  LLC,2023-01-01,2023-12-31,18
194094,PHYSICIANS BEHAVIORAL HOSPITAL OF SH,2023-01-01,2023-12-31,42
194109,COMPASS BEHAVIORAL HEALTH CENTER OF,2023-01-01,2023-12-31,20
210016,AHC WHITE OAK MEDICAL CENTER,2023-01-01,2023-12-31,220
230047,HENRY FORD HEALTH MACOMB HOSPITAL,2023-01-01,2023-12-31,318
231303,SCHOOLCRAFT MEMORIAL HOSPITAL,2023-01-01,2023-12-31,12
231332,BRONSON LAKEVIEW HOSPITAL,2023-01-01,2023-12-31,16
260200,SSM HEALTH ST. JOSEPH HOSPITAL - LSL,2023-01-01,2023-12-31,179
261324,CASS REGIONAL MEDICAL CENTER,2023-01-01,2023-12-31,25
281328,MERRICK MEDICAL CENTER,2023-01-01,2023-12-31,6
281354,CRETE AREA MEDICAL CENTER,2023-01-01,2023-12-31,15
310005,HUNTERDON MEDICAL CENTER,2023-01-01,2023-12-31,184
310131,HACKENSACK MERIDIAN LTACH,2022-11-22,2023-12-31,30
320022,PLAINS REGIONAL MEDICAL CTR - CLOVIS,2023-01-01,2023-12-31,100
321302,DR. DAN C. TRIGG,2023-01-01,2023-12-31,25
330009,BRONXCARE HEALTH SYSTEM,2023-01-01,2023-12-31,454
330350,UNIVERSITY HOSPITAL OF BROOKLYN,2023-01-01,2023-12-31,268
350019,ALTRU HEALTH SYSTEM-ALTRU HOSPITAL,2023-01-01,2023-12-31,198
374025,OAKWOOD SPRINGS,2023-01-01,2023-12-31,72
390070,LOWER BUCKS HOSPITAL,2023-01-01,2023-12-31,105
394052,HAVEN BEHAVIORAL SVCS OF READING LLC,2023-01-01,2023-12-31,86
400006,DOCTORS CENTER HOSPITAL SAN JUAN I,2023-01-01,2023-12-31,110
400126,HOSP. METROPOLITANO DE SAN GERMAN,2023-01-01,2023-12-31,57
431334,WINNER REGIONAL HEALTHCARE CENTER,2023-01-01,2023-12-31,25
450656,NACOGDOCHES MEDICAL CENTER,2023-01-01,2023-12-31,155
461305,MILFORD  MEMORIAL HOSPITAL,2023-01-01,2023-12-31,23
500027,SWEDISH MEDICAL CENTER,2023-01-01,2023-12-31,603
500036,YAKIMA VALLEY MEMORIAL HOSPITAL,2023-01-01,2023-12-31,208
501309,PROVIDENCE ST JOSEPHS HOSPITAL,2023-01-01,2023-12-31,23
501312,PROSSER MEMORIAL HEALTH,2023-01-01,2023-12-31,25
501317,COLUMBIA BASIN HOSPITAL,2023-01-01,2023-12-31,25
501318,OTHELLO COMMUNITY HOSPITAL,2023-01-01,2023-12-31,16
501319,ARBOR HEALTH MORTON HOSPITAL,2023-01-01,2023-12-31,25
510024,MONONGALIA GENERAL HOSPITAL,2023-01-01,2023-12-31,160
650003,GUAM REGIONAL MEDICAL CITY,2023-01-01,2023-12-31,120
10069,MEDICAL CENTER BARBOUR,2023-01-01,2023-12-31,30
30107,AZ SPINE & JOINT HOSPITAL,2023-01-01,2023-12-31,23
50007,MILLS PENINSULA MEDICAL CENTER,2023-01-01,2023-12-31,241
50043,SUMMIT MEDICAL CENTER,2023-01-01,2023-12-31,251
50055,CPMC - MISSION BERNAL CAMPUS,2023-01-01,2023-12-31,120
50101,SUTTER SOLANO MEDICAL CENTER,2023-01-01,2023-12-31,106
50192,ADVENTIST HEALTH REEDLEY,2023-01-01,2023-12-31,49
50498,SUTTER AUBURN FAITH HOSPITAL,2023-01-01,2023-12-31,64
50517,VICTOR VALLEY GLOBAL MEDICAL CENTER,2023-01-01,2023-12-31,101
50523,SUTTER DELTA MEDICAL CENTER,2023-01-01,2023-12-31,119
50537,SUTTER DAVIS HOSPITAL,2023-01-01,2023-12-31,57
50783,COLUSA MEDICAL CENTER,2023-01-01,2023-12-31,42
51320,BANNER LASSEN MEDICAL CENTER,2023-01-01,2023-12-31,25
54055,COLLEGE HOSPITAL  INC,2023-01-01,2023-12-31,187
54075,ALVARADO PARKWAY INSTITUTE,2023-01-01,2023-12-31,66
54096,SUTTER CENTER FOR PSYCHIATRY,2023-01-01,2023-12-31,73
54157,GLENDORA HOSPITAL,2023-01-01,2023-12-31,63
63036,DENVER REHABILITATION HOSPITAL  LLC,2023-01-01,2023-12-31,40
92002,SPECIALTY HOSPITAL OF WASHINGTON,2023-01-01,2023-12-31,60
100050,LARKIN HOSP PALM SPRINGS CAMPUS  LLC,2023-01-01,2023-12-31,119
100052,WINTER HAVEN HOSPITAL,2023-01-01,2023-12-31,455
100267,ENGLEWOOD COMMUNITY HOSPITAL,2023-01-01,2023-12-31,100
103036,WEST GABLES REHABILITATION HOSPITAL,2023-01-01,2023-12-31,90
110089,COFFEE REGIONAL MEDICAL CENTER,2023-01-01,2023-12-31,82
120002,MAUI MEMORIAL MEDICAL CENTER,2023-01-01,2023-12-31,219
140049,WEST SUBURBAN HOSP MED CTR,2023-05-01,2023-12-31,135
170109,MIAMI COUNTY MEDICAL CENTER,2023-01-01,2023-12-31,18
170120,LABETTE COUNTY MEDICAL CENTER,2023-01-01,2023-12-31,49
184017,RIVENDELL BEHAVIORAL HEALTH SRVCS KY,2023-01-01,2023-12-31,81
194087,FREEDOM BEHAVIORAL HOSPITAL OF MONRO,2023-01-01,2023-12-31,42
270012,BENEFIS HOSPITALS  INC.,2023-01-01,2023-12-31,312
270057,BOZEMAN DEACONESS HEALTH SERVICES,2023-01-01,2023-12-31,139
290009,ST MARYS REGIONAL MEDICAL CENTER,2023-01-01,2023-12-31,356
310047,SHORE MEMORIAL HOSPITAL,2023-01-01,2023-12-31,199
310096,ST. MICHAELS MEDICAL CENTER,2023-01-01,2023-12-31,147
320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,2023-07-01,2023-12-31,64
363308,SHRINERS HOSPITALS FOR CHILDREN - C,2023-01-01,2023-12-31,
380075,PROVIDENCE MEDFORD MEDICAL CENTER,2023-01-01,2023-12-31,100
380091,KAISER SUNNYSIDE MEDICAL CENTER,2023-01-01,2023-12-31,302
380103,KAISER WESTSIDE MEDICAL CENTER,2023-01-01,2023-12-31,122
400022,HOSPITAL DAMAS,2023-01-01,2023-12-31,128
450128,KNAPP MEDICAL  CENTER,2023-01-01,2023-12-31,154
450422,BAYLOR MEDICAL CENTER AT UPTOWN,2023-01-01,2023-12-31,24
450856,SOUTH TX SPINE & SURGICAL HOSPITAL,2023-01-01,2023-12-31,28
450880,BAYLOR SURGICAL HOSPITAL AT FORT WOR,2023-01-01,2023-12-31,30
454101,ALLEGIANCE BEHAVIORAL CTR OF PLAINVI,2023-01-01,2023-12-31,20
500002,PROV ST MARY MEDICAL CENTER,2023-01-01,2023-12-31,95
500016,CONFLUENCE HEALTH,2023-01-01,2023-12-31,187
501322,FERRY COUNTY MEMORIAL HOSPITAL,2023-01-01,2023-12-31,25
501324,THREE RIVERS HOSPITAL,2023-01-01,2023-12-31,25
501327,WHITMAN HOSPITAL & MEDICAL CENTER,2023-01-01,2023-12-31,25
501331,PULLMAN REGIONAL HOSPITAL,2023-01-01,2023-12-31,25
501336,MASON GENERAL HOSPITAL,2023-01-01,2023-12-31,25
520196,OAK LEAF SURGICAL HOSPITAL LLC,2023-01-01,2023-12-31,13
521318,LADD MEMORIAL HOSPTIAL,2023-01-01,2023-12-31,25
524041,WILLOW CREEK BEHAVIORAL HEALTH,2023-01-01,2023-12-31,72
670060,BAYLOR SCOTT AND WHITE MC AT SUNNYVA,2023-01-01,2023-12-31,70
10022,CHEROKEE MEDICAL CENTER,2023-01-01,2023-12-31,45
10046,RIVERVIEW REGIONAL MEDICAL CENTER,2023-01-01,2023-12-31,256
10144,SPRINGHILL MEMORIAL HOSPITAL,2023-01-01,2023-12-31,189
20012,FAIRBANKS MEMORIAL,2023-01-01,2023-12-31,122
30061,BANNER BOSWELL MEDICAL CENTER,2023-01-01,2023-12-31,410
40072,BHMC- STUTTGART,2023-01-01,2023-12-31,49
40085,HELENA REGIONAL MEDICAL CENTER,2023-01-01,2023-12-04,118
50126,VALLEY PRESBYTERIAN HOSPITAL,2023-01-01,2023-12-31,333
50131,NOVATO COMMUNITY HOSPITAL,2023-01-01,2023-12-31,47
50291,SUTTER SANTA ROSA REGIONAL HOSPITAL,2023-01-01,2023-12-31,124
50301,ADVENTIST HEALTH UKIAH VALLEY,2023-01-01,2023-12-31,50
50305,ALTA BATES MEDICAL CENTER,2023-01-01,2023-12-31,315
50313,SUTTER TRACY COMMUNITY HOSPITAL,2023-01-01,2023-12-31,77
50488,EDEN MEDICAL CENTER,2023-01-01,2023-12-31,126
50557,MEMORIAL HOSPITAL MODESTO,2023-01-01,2023-12-31,403
50608,DELANO REGIONAL MED. CTR.,2023-01-01,2023-12-31,105
50684,MENIFEE VALLEY MEDICAL CENTER,2023-01-01,2023-12-31,84
61325,PIONEERS MEDICAL CENTER,2023-01-01,2023-12-31,16
100181,LARKIN COMMUNITY HOSPITAL,2023-01-01,2023-12-31,118
100217,SEBASTIAN RIVER MEDICAL CENTER,2023-01-01,2023-12-31,145
100291,MELBOURNE REGIONAL MEDICAL CENTER,2023-01-01,2023-12-31,96
111330,POLK MEDICAL CENTER,2023-01-01,2023-12-31,25
130074,IDAHO FALLS COMMUNITY HOSPITAL,2023-01-01,2023-12-31,88
140065,ADVENTIST LAGRANGE MEMORIAL HOSPITAL,2023-01-01,2023-12-31,159
140122,ADVENTIST HINSDALE HOSPITAL,2023-01-01,2023-12-31,244
140127,CARLE  BROMENN MEDICAL CENTER,2023-01-01,2023-12-31,206
150006,LAPORTE HOSPITAL,2023-01-01,2023-12-31,84
150035,PORTER REGIONAL HOSPITAL,2023-01-01,2023-12-31,198
150057,FRANCISCAN HEALTH MOORESVILLE,2023-01-01,2023-12-31,80
150104,WITHAM MEMORIAL HOSPITAL,2023-01-01,2023-12-31,50
150149,DEACONESS WOMENS HOSPITAL,2023-01-01,2023-12-31,74
150168,LUTHERAN MUSCULOSKELETAL CENTER,2023-01-01,2023-12-31,38
150183,MONROE HOSPITAL,2023-01-01,2023-12-31,32
150193,FRANCISCAN HEALTH ORTHOPEDIC CARMEL,2023-01-01,2023-12-31,20
151331,HARRISON COUNTY HOSPITAL,2023-01-01,2023-12-31,25
170049,OLATHE MEDICAL CENTER,2023-01-01,2023-12-31,248
170068,SOUTHWEST MEDICAL CENTER,2023-01-01,2023-12-31,67
180051,JENNIE STUART MEDICAL CENTER,2023-01-01,2023-12-31,105
180132,LAKE CUMBERLAND REGIONAL HOSP,2023-01-01,2023-12-31,182
184009,RIDGE,2023-01-01,2023-12-31,110
190267,AVALA,2023-01-01,2023-12-31,21
193079,UNITED MEDICAL REHABILITATION HOSPIT,2023-01-01,2023-12-31,40
193300,CHILDRENS HOSPITAL,2023-01-01,2023-12-31,199
230130,COREWELL HEALTH WM. BEAUMONT UNIV,2023-01-01,2023-12-31,1026
241318,ELY-BLOOMENSON COMMUNITY HOSPITAL,2022-10-01,2023-09-30,16
250779,ALLIANCE HEALTHCARE SYSTEM,2023-03-16,2023-12-31,
270051,LOGAN HEALTH MEDICAL CENTER,2023-04-01,2023-12-31,210
290001,RENOWN REGIONAL MEDICAL CENTER,2023-01-01,2023-12-31,592
291309,BOULDER CITY HOSPITAL,2023-01-01,2023-12-31,25
310025,BAYONNE MEDICAL CENTER,2023-01-01,2023-12-31,131
310064,ATLANTICARE REGIONAL MEDICAL CENTER,2023-01-01,2023-12-31,532
320021,PRESBYTERIAN HOSPITAL,2023-01-01,2023-12-31,942
320033,LOS ALAMOS MEDICAL CENTER,2023-01-01,2023-12-31,47
321309,MIMBRES MEMORIAL HOSPITAL,2023-01-01,2023-12-31,25
323033,CLEARSKY REHAB HOSPITAL OF RIO RANCH,2023-01-01,2023-12-31,36
360026,GREENE MEMORIAL HOSPITAL  INC.,2023-01-01,2023-12-31,13
360032,JOINT TOWNSHIP DISTRICT MEMORIAL HOS,2023-01-01,2023-12-31,33
360051,MIAMI VALLEY HOSPITAL,2023-01-01,2023-12-31,899
360075,UH REGIONAL HOSPITALS,2023-01-01,2023-12-31,111
360078,UH PORTAGE MEDICAL CENTER,2023-01-01,2023-12-31,99
360095,BLANCHARD VALLEY REG. HEALTH CENTER,2023-01-01,2023-12-31,152
360145,UH ELYRIA MEDICAL CENTER,2023-01-01,2023-12-31,197
360175,CLINTON MEMORIAL HOSPITAL,2023-01-01,2023-12-31,75
361307,UH GENEVA MEDICAL CENTER,2023-01-01,2023-12-31,25
361308,UH CONNEAUT MEDICAL CENTER,2023-01-01,2023-12-31,25
361332,HIGHLAND DISTRICT HOSPITAL,2023-01-01,2023-12-31,25
361334,PIKE COMMUNITY HOSPITAL,2023-01-01,2023-12-31,25
363036,UNIVERSITY HOSPITALS REHABILITATION,2023-01-01,2023-12-31,50
364048,HAVEN BEHAVIORAL SVCS DAYTON,2023-01-01,2023-12-31,59
364049,DUBLIN SPRINGS,2023-01-01,2023-12-31,144
364051,BECKETT SPRINGS,2023-01-01,2023-12-31,96
364053,HIGHLAND SPRINGS,2023-01-01,2023-12-31,72
390180,CROZER CHESTER MEDICAL CENTER,2023-01-01,2023-12-31,296
390304,ROXBOROUGH MEMORIAL HOSPITAL,2023-01-01,2023-12-31,99
394058,BERWICK HOSPITAL CENTER,2022-12-09,2023-12-31,14
400019,HOSPITAL PAVIA SANTURCE,2023-01-01,2023-12-31,154
400111,HOSPITAL SAN CARLOS BORROMEO,2023-01-01,2023-12-31,95
450774,TOPS SURGICAL SPECIALTY HOSPITAL,2023-01-01,2023-12-31,15
450808,NORTHWEST HILLS SURGICAL HOSPITAL,2023-01-01,2023-12-31,8
450822,MEDICAL CITY LAS COLINAS,2023-01-01,2023-12-31,80
450860,MEMORIAL HERMANN FIRST COLONY,2023-01-01,2023-12-31,6
450869,DOCTORS HOSPITAL AT RENAISSANCE,2023-01-01,2023-12-31,399
450888,SOUTHLAKE SPECIALITY HOSPITAL,2023-01-01,2023-12-31,17
451396,MID COAST MEDICAL CENTER-CENTRAL,2023-01-01,2023-12-31,25
460011,CASTLEVIEW HOSPITAL,2023-01-01,2023-12-31,39
500025,SWEDISH MEDICAL CENTER CHERRY HILL,2023-01-01,2023-12-31,181
510091,CHARLESTON SURGICAL HOSPITAL,2023-01-01,2023-12-31,7
511300,BROADDUS HOSPITAL ASSOCIATION,2023-01-01,2023-12-31,12
511301,WEBSTER MEMORIAL HOSPITAL,2023-01-01,2023-12-31,25
511318,MONTGOMERY GENERAL HOSPITAL,2023-01-01,2023-12-31,25
670044,PRESBYTERIAN HOSPITAL OF ROCKWALL,2023-01-01,2023-12-31,53
670071,TEXAS HEALTH HEART & VASCULAR HOSP,2023-01-01,2023-12-31,47
670078,BAPTIST EMERGENCY HOSPITAL,2023-01-01,2023-12-31,58
670260,TEXAS HEALTH HOSPITAL FRISCO,2023-01-01,2023-12-31,90
20001,PROVIDENCE ALASKA MEDICAL CENTER,2023-01-01,2023-12-31,401
20018,YK DELTA REGIONAL HOSPITAL,2022-10-01,2023-09-30,34
50108,SUTTER MEDICAL CENTER - SACRAMENTO,2023-01-01,2023-12-31,523
60011,DENVER HEALTH MEDICAL CENTER,2023-01-01,2023-12-31,386
60118,ST. ANTHONY SUMMIT HOSPITAL,2023-07-01,2024-01-11,34
61315,YUMA DISTRICT HOSPITAL,2023-01-01,2023-12-31,15
61319,ST VINCENT GENERAL HOSPITAL,2023-01-01,2023-12-31,8
120006,ADVENTIST HEALTH CASTLE,2023-01-01,2023-12-31,142
140158,INSIGHTS HOSPITAL AND MEDICAL CENTER,2023-01-01,2023-12-31,52
150024,ESKENAZI HEALTH,2023-01-01,2023-12-31,314
150026,GOSHEN HOSPITAL,2023-01-01,2023-12-31,105
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,2023-01-01,2023-12-31,25
151333,PUTNAM COUNTY HOSPITAL,2023-01-01,2023-12-31,25
153028,REHABILITATION HOSPITAL OF INDIANA,2023-01-01,2023-12-31,91
153048,INDIANAPOLIS REHABILITATION HOSPITAL,2023-01-01,2023-12-31,40
192028,RIVERBRIDGE SPECIALTY HOSPITAL,2023-01-01,2023-12-31,40
193094,PATHWAY REHABILITATION HOSPITAL  LLC,2023-01-01,2023-12-31,15
220010,LAWRENCE GENERAL HOSPITAL,2022-10-01,2023-09-30,186
230017,BRONSON METHODIST HOSPITAL,2023-01-01,2023-12-31,415
230024,SINAI-GRACE HOSPITAL,2023-01-01,2023-12-31,242
230085,BRONSON SOUTH HAVEN HOSPITAL,2023-01-01,2023-12-31,8
230146,HENRY FORD HEALTH WYANDOTTE HOSPITAL,2023-01-01,2023-12-31,277
230264,INSIGHT SURGICAL HOSPITAL,2023-01-01,2023-12-31,13
230273,DETROIT RECEIVING HOSPITAL,2023-01-01,2023-12-31,208
250127,CHOCTAW HEALTH CENTER,2022-10-01,2023-09-30,20
260047,CAPITAL REGION MEDICAL CENTER,2023-07-01,2023-12-31,100
260062,SAINT LUKES NORTH HOSPITAL,2023-01-01,2023-12-31,122
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,2023-01-01,2023-12-31,42
260085,ST JOSEPH MEDICAL CENTER,2023-01-01,2023-12-31,233
271304,BMRMC,2023-07-01,2023-12-31,25
271324,LOGAN HEALTH CONRAD,2023-04-01,2023-12-31,20
310008,HOLY NAME HOSPITAL,2023-01-01,2023-12-31,289
310016,CHRIST HOSPITAL,2023-01-01,2023-12-31,163
310040,HOBOKEN UNIVERSITY MEDICAL CENTER,2023-01-01,2023-12-31,114
320062,CROWNPOINT INDIAN HOSPITAL,2022-10-01,2023-09-30,19
340156,CHEROKEE INDIAN HOSPITAL AUTHORITY,2022-10-01,2023-09-30,34
350015,SANFORD BISMARCK,2023-01-01,2023-12-31,226
370173,CLAREMORE INDIAN HOSPITAL,2022-10-01,2023-09-30,46
370201,SURGICAL HOSPITAL OF OKLAHOMA,2023-01-01,2023-12-31,12
370780,BLACKWELL REGIONAL HOSPITAL,2023-07-01,2023-12-31,
380056,SANTIAM MEMORIAL HOSPITAL,2023-01-01,2023-12-31,40
390323,ADVANCED SURGICAL HOSPITAL,2023-01-01,2023-12-31,14
430027,SANFORD USD MEDICAL CENTER,2023-01-01,2023-12-31,452
430098,PINE RIDGE HOSPITAL,2022-10-01,2023-09-30,45
431314,BENNETT COUNTY HOSPITAL,2023-01-01,2023-12-31,14
450827,KELL WEST REGIONAL HOSPITAL,2023-01-01,2023-12-31,41
450872,USMD HOSPITAL OF ARLINGTON,2023-01-01,2023-12-31,34
451332,PALACIOS COMMUNITY MEDICAL CENTER,2023-01-01,2023-12-31,17
451339,THROCKMORTON COUNTY HOSPITAL,2023-01-01,2023-12-31,14
451398,PAMPA REGIONAL MEDICAL CENTER,2023-01-01,2023-12-31,25
453309,HEALTHBRIDGE CHILDRENS HOSPITAL,2023-01-01,2023-12-31,61
461309,KANE COUNTY HOSPITAL,2023-01-01,2023-12-31,25
500003,PHD#1  DBA SKAGIT VALLEY HOSPITAL,2023-01-01,2023-12-31,137
500007,ISLAND HOSPITAL,2023-01-01,2023-12-31,43
500077,PROVIDENCE HOLY FAMILY HOSPITAL,2023-01-01,2023-12-31,191
501305,LINCOLN HOSPITAL,2023-01-01,2023-12-31,25
501310,NEWPORT COMMUNITY HOSPITAL,2023-01-01,2023-12-31,20
